"","clsc.age.pry.CLSC_code","clsc.age.pry.Age","clsc.age.pry.Count","clsc.age.pry.Sex"
"4009","3134","5-9","1015","Female"
"4010","3141","5-9","300","Female"
"4011","3142","5-9","380","Female"
"4012","4111","5-9","475","Female"
"4013","4121","5-9","245","Female"
"4014","4122","5-9","320","Female"
"4015","4131","5-9","470","Female"
"4016","4141","5-9","1390","Female"
"4017","4151","5-9","2130","Female"
"4018","4152","5-9","1145","Female"
"4019","4161","5-9","615","Female"
"4020","4162","5-9","535","Female"
"4021","4171","5-9","3000","Female"
"4022","4181","5-9","2060","Female"
"4023","4182","5-9","680","Female"
"4024","5111","5-9","1455","Female"
"4025","5121","5-9","2820","Female"
"4026","5131","5-9","1205","Female"
"4027","5141","5-9","560","Female"
"4028","5151","5-9","4395","Female"
"4029","5161","5-9","915","Female"
"4030","5171","5-9","390","Female"
"4031","5181","5-9","660","Female"
"4032","5191","5-9","625","Female"
"4033","6111","5-9","2080","Female"
"4034","6112","5-9","2595","Female"
"4035","6113","5-9","1320","Female"
"4036","6121","5-9","1670","Female"
"4037","6122","5-9","2145","Female"
"4038","6211","5-9","1460","Female"
"4039","6212","5-9","2130","Female"
"4040","6221","5-9","830","Female"
"4041","6222","5-9","1645","Female"
"4042","6223","5-9","975","Female"
"4043","6224","5-9","1245","Female"
"4044","6225","5-9","870","Female"
"4045","6311","5-9","685","Female"
"4046","6312","5-9","695","Female"
"4047","6313","5-9","1595","Female"
"4048","6314","5-9","310","Female"
"4049","6321","5-9","810","Female"
"4050","6322","5-9","1065","Female"
"4051","6323","5-9","465","Female"
"4052","6324","5-9","125","Female"
"4053","6411","5-9","1750","Female"
"4054","6412","5-9","3275","Female"
"4055","6421","5-9","2130","Female"
"4056","6422","5-9","2665","Female"
"4057","6431","5-9","1335","Female"
"4058","6432","5-9","930","Female"
"4059","6511","5-9","2000","Female"
"4060","6512","5-9","2735","Female"
"4061","6521","5-9","1655","Female"
"4062","6522","5-9","1300","Female"
"4063","6523","5-9","1345","Female"
"4064","6524","5-9","1175","Female"
"4065","6531","5-9","2230","Female"
"4066","6532","5-9","1025","Female"
"4067","6533","5-9","855","Female"
"4068","7111","5-9","570","Female"
"4069","7121","5-9","420","Female"
"4070","7131","5-9","1345","Female"
"4071","7141","5-9","2660","Female"
"4072","7142","5-9","1710","Female"
"4073","7143","5-9","3420","Female"
"4074","7151","5-9","1240","Female"
"4075","7152","5-9","340","Female"
"4076","8111","5-9","580","Female"
"4077","8121","5-9","770","Female"
"4078","8131","5-9","1230","Female"
"4079","8141","5-9","1250","Female"
"4080","8151","5-9","405","Female"
"4081","8152","5-9","90","Female"
"4082","9111","5-9","115","Female"
"4083","9121","5-9","125","Female"
"4084","9122","5-9","115","Female"
"4085","9123","5-9","875","Female"
"4086","9131","5-9","200","Female"
"4087","9141","5-9","925","Female"
"4088","9151","5-9","230","Female"
"4089","9161","5-9","125","Female"
"4090","9171","5-9","25","Female"
"4091","10011","5-9","35","Female"
"4092","10012","5-9","55","Female"
"4093","10013","5-9","45","Female"
"4094","10014","5-9","280","Female"
"4095","11111","5-9","400","Female"
"4096","11112","5-9","390","Female"
"4097","11121","5-9","235","Female"
"4098","11131","5-9","30","Female"
"4099","11132","5-9","370","Female"
"4100","11133","5-9","20","Female"
"4101","11141","5-9","305","Female"
"4102","11211","5-9","240","Female"
"4103","12111","5-9","945","Female"
"4104","12112","5-9","3225","Female"
"4105","12113","5-9","1370","Female"
"4106","12114","5-9","1095","Female"
"4107","12115","5-9","955","Female"
"4108","12121","5-9","1000","Female"
"4109","12131","5-9","600","Female"
"4110","12132","5-9","1525","Female"
"4111","12141","5-9","410","Female"
"4112","12151","5-9","495","Female"
"4113","12152","5-9","440","Female"
"4114","13111","5-9","4730","Female"
"4115","13112","5-9","1925","Female"
"4116","13113","5-9","2385","Female"
"4117","13114","5-9","3915","Female"
"4118","14111","5-9","1115","Female"
"4119","14112","5-9","1645","Female"
"4120","14113","5-9","1795","Female"
"4121","14114","5-9","1170","Female"
"4122","14121","5-9","5705","Female"
"4123","14122","5-9","3830","Female"
"4124","15111","5-9","775","Female"
"4125","15121","5-9","1040","Female"
"4126","15131","5-9","850","Female"
"4127","15141","5-9","800","Female"
"4128","15151","5-9","3955","Female"
"4129","15161","5-9","4885","Female"
"4130","15171","5-9","4805","Female"
"4131","16111","5-9","3465","Female"
"4132","16112","5-9","2350","Female"
"4133","16121","5-9","2490","Female"
"4134","16122","5-9","3415","Female"
"4135","16211","5-9","1565","Female"
"4136","16212","5-9","1860","Female"
"4137","16213","5-9","3780","Female"
"4138","16221","5-9","3640","Female"
"4139","16222","5-9","2505","Female"
"4140","16223","5-9","450","Female"
"4141","16231","5-9","1125","Female"
"4142","16311","5-9","5060","Female"
"4143","16321","5-9","1345","Female"
"4144","16331","5-9","550","Female"
"4145","16341","5-9","2220","Female"
"4146","16342","5-9","3635","Female"
"4147","16343","5-9","845","Female"
"4148","17011","5-9","440","Female"
"4149","17012","5-9","285","Female"
"4150","18011","5-9","965","Female"
"4151","1111","10-14","500","Female"
"4152","1121","10-14","805","Female"
"4153","1131","10-14","445","Female"
"4154","1141","10-14","180","Female"
"4155","1151","10-14","1220","Female"
"4156","1161","10-14","445","Female"
"4157","1171","10-14","430","Female"
"4158","1181","10-14","470","Female"
"4159","2111","10-14","790","Female"
"4160","2121","10-14","645","Female"
"4161","2131","10-14","1365","Female"
"4162","2141","10-14","1550","Female"
"4163","2151","10-14","1805","Female"
"4164","2161","10-14","505","Female"
"4165","3111","10-14","1190","Female"
"4166","3121","10-14","1700","Female"
"4167","3122","10-14","1000","Female"
"4168","3123","10-14","1465","Female"
"4169","3124","10-14","445","Female"
"4170","3125","10-14","265","Female"
"4171","3126","10-14","900","Female"
"4172","3131","10-14","2995","Female"
"4173","3132","10-14","2700","Female"
"4174","3133","10-14","2045","Female"
"4175","3134","10-14","855","Female"
"4176","3141","10-14","265","Female"
"4177","3142","10-14","310","Female"
"4178","4111","10-14","405","Female"
"4179","4121","10-14","255","Female"
"4180","4122","10-14","275","Female"
"4181","4131","10-14","440","Female"
"4182","4141","10-14","1240","Female"
"4183","4151","10-14","1940","Female"
"4184","4152","10-14","1085","Female"
"4185","4161","10-14","585","Female"
"4186","4162","10-14","485","Female"
"4187","4171","10-14","2725","Female"
"4188","4181","10-14","1880","Female"
"4189","4182","10-14","595","Female"
"4190","5111","10-14","1300","Female"
"4191","5121","10-14","2715","Female"
"4192","5131","10-14","1150","Female"
"4193","5141","10-14","545","Female"
"4194","5151","10-14","4000","Female"
"4195","5161","10-14","735","Female"
"4196","5171","10-14","345","Female"
"4197","5181","10-14","570","Female"
"4198","5191","10-14","515","Female"
"4199","6111","10-14","2470","Female"
"4200","6112","10-14","2735","Female"
"4201","6113","10-14","1450","Female"
"4202","6121","10-14","1505","Female"
"4203","6122","10-14","1790","Female"
"4204","6211","10-14","1395","Female"
"4205","6212","10-14","1850","Female"
"4206","6221","10-14","675","Female"
"4207","6222","10-14","1675","Female"
"4208","6223","10-14","860","Female"
"4209","6224","10-14","1090","Female"
"4210","6225","10-14","795","Female"
"4211","6311","10-14","630","Female"
"4212","6312","10-14","595","Female"
"4213","6313","10-14","1220","Female"
"4214","6314","10-14","275","Female"
"4215","6321","10-14","655","Female"
"4216","6322","10-14","700","Female"
"4217","6323","10-14","400","Female"
"4218","6324","10-14","110","Female"
"4219","6411","10-14","1465","Female"
"4220","6412","10-14","2755","Female"
"4221","6421","10-14","1800","Female"
"4222","6422","10-14","2260","Female"
"4223","6431","10-14","1000","Female"
"4224","6432","10-14","660","Female"
"4225","6511","10-14","1525","Female"
"4226","6512","10-14","1980","Female"
"4227","6521","10-14","1635","Female"
"4228","6522","10-14","1070","Female"
"4229","6523","10-14","1170","Female"
"4230","6524","10-14","950","Female"
"4231","6531","10-14","1750","Female"
"4232","6532","10-14","745","Female"
"4233","6533","10-14","700","Female"
"4234","7111","10-14","515","Female"
"4235","7121","10-14","430","Female"
"4236","7131","10-14","1170","Female"
"4237","7141","10-14","2095","Female"
"4238","7142","10-14","1470","Female"
"4239","7143","10-14","3250","Female"
"4240","7151","10-14","1105","Female"
"4241","7152","10-14","305","Female"
"4242","8111","10-14","590","Female"
"4243","8121","10-14","645","Female"
"4244","8131","10-14","1010","Female"
"4245","8141","10-14","1155","Female"
"4246","8151","10-14","355","Female"
"4247","8152","10-14","85","Female"
"4248","9111","10-14","110","Female"
"4249","9121","10-14","135","Female"
"4250","9122","10-14","95","Female"
"4251","9123","10-14","765","Female"
"4252","9131","10-14","195","Female"
"4253","9141","10-14","815","Female"
"4254","9151","10-14","180","Female"
"4255","9161","10-14","150","Female"
"4256","9171","10-14","35","Female"
"4257","10011","10-14","35","Female"
"4258","10012","10-14","50","Female"
"4259","10013","10-14","65","Female"
"4260","10014","10-14","255","Female"
"4261","11111","10-14","320","Female"
"4262","11112","10-14","335","Female"
"4263","11121","10-14","215","Female"
"4264","11131","10-14","20","Female"
"4265","11132","10-14","325","Female"
"4266","11133","10-14","5","Female"
"4267","11141","10-14","275","Female"
"4268","11211","10-14","260","Female"
"4269","12111","10-14","800","Female"
"4270","12112","10-14","2965","Female"
"4271","12113","10-14","1210","Female"
"4272","12114","10-14","950","Female"
"4273","12115","10-14","845","Female"
"4274","12121","10-14","905","Female"
"4275","12131","10-14","525","Female"
"4276","12132","10-14","1340","Female"
"4277","12141","10-14","370","Female"
"4278","12151","10-14","515","Female"
"4279","12152","10-14","380","Female"
"4280","13111","10-14","4570","Female"
"4281","13112","10-14","1890","Female"
"4282","13113","10-14","2020","Female"
"4283","13114","10-14","3655","Female"
"4284","14111","10-14","1050","Female"
"4285","14112","10-14","1330","Female"
"4286","14113","10-14","1540","Female"
"4287","14114","10-14","945","Female"
"4288","14121","10-14","5025","Female"
"4289","14122","10-14","3380","Female"
"4290","15111","10-14","695","Female"
"4291","15121","10-14","935","Female"
"4292","15131","10-14","820","Female"
"4293","15141","10-14","740","Female"
"4294","15151","10-14","3340","Female"
"4295","15161","10-14","4310","Female"
"4296","15171","10-14","5090","Female"
"4297","16111","10-14","3325","Female"
"4298","16112","10-14","2125","Female"
"4299","16121","10-14","2105","Female"
"4300","16122","10-14","2865","Female"
"4301","16211","10-14","1270","Female"
"4302","16212","10-14","1655","Female"
"4303","16213","10-14","3715","Female"
"4304","16221","10-14","3465","Female"
"4305","16222","10-14","2185","Female"
"4306","16223","10-14","415","Female"
"4307","16231","10-14","1075","Female"
"4308","16311","10-14","4820","Female"
"4309","16321","10-14","1175","Female"
"4310","16331","10-14","545","Female"
"4311","16341","10-14","2055","Female"
"4312","16342","10-14","3440","Female"
"4313","16343","10-14","755","Female"
"4314","17011","10-14","365","Female"
"4315","17012","10-14","230","Female"
"4316","18011","10-14","790","Female"
"4317","1111","15-19","490","Female"
"4318","1121","15-19","795","Female"
"4319","1131","15-19","450","Female"
"4320","1141","15-19","175","Female"
"4321","1151","15-19","1360","Female"
"4322","1161","15-19","425","Female"
"4323","1171","15-19","410","Female"
"4324","1181","15-19","455","Female"
"4325","2111","15-19","810","Female"
"4326","2121","15-19","620","Female"
"4327","2131","15-19","1275","Female"
"4328","2141","15-19","1610","Female"
"4329","2151","15-19","1850","Female"
"4330","2161","15-19","480","Female"
"4331","3111","15-19","1120","Female"
"4332","3121","15-19","1815","Female"
"4333","3122","15-19","1000","Female"
"4334","3123","15-19","1915","Female"
"4335","3124","15-19","530","Female"
"4336","3125","15-19","325","Female"
"4337","3126","15-19","1010","Female"
"4338","3131","15-19","2780","Female"
"4339","3132","15-19","2465","Female"
"4340","3133","15-19","2160","Female"
"4341","3134","15-19","760","Female"
"4342","3141","15-19","255","Female"
"4343","3142","15-19","340","Female"
"4344","4111","15-19","400","Female"
"4345","4121","15-19","220","Female"
"4346","4122","15-19","245","Female"
"4347","4131","15-19","445","Female"
"4348","4141","15-19","1415","Female"
"4349","4151","15-19","2290","Female"
"4350","4152","15-19","1150","Female"
"4351","4161","15-19","545","Female"
"4352","4162","15-19","450","Female"
"4353","4171","15-19","2805","Female"
"4354","4181","15-19","1925","Female"
"4355","4182","15-19","600","Female"
"4356","5111","15-19","1245","Female"
"4357","5121","15-19","2530","Female"
"4358","5131","15-19","1175","Female"
"4359","5141","15-19","530","Female"
"4360","5151","15-19","4505","Female"
"4361","5161","15-19","740","Female"
"4362","5171","15-19","300","Female"
"4363","5181","15-19","580","Female"
"4364","5191","15-19","490","Female"
"4365","6111","15-19","2950","Female"
"4366","6112","15-19","2930","Female"
"4367","6113","15-19","1625","Female"
"4368","6121","15-19","1555","Female"
"4369","6122","15-19","1935","Female"
"4370","6211","15-19","1390","Female"
"4371","6212","15-19","1890","Female"
"4372","6221","15-19","685","Female"
"4373","6222","15-19","1575","Female"
"4374","6223","15-19","1010","Female"
"4375","6224","15-19","1500","Female"
"4376","6225","15-19","1860","Female"
"4377","6311","15-19","715","Female"
"4378","6312","15-19","660","Female"
"4379","6313","15-19","1245","Female"
"4380","6314","15-19","345","Female"
"4381","6321","15-19","845","Female"
"4382","6322","15-19","725","Female"
"4383","6323","15-19","485","Female"
"4384","6324","15-19","280","Female"
"4385","6411","15-19","1415","Female"
"4386","6412","15-19","2655","Female"
"4387","6421","15-19","1935","Female"
"4388","6422","15-19","2355","Female"
"4389","6431","15-19","1070","Female"
"4390","6432","15-19","715","Female"
"4391","6511","15-19","1665","Female"
"4392","6512","15-19","1975","Female"
"4393","6521","15-19","1780","Female"
"4394","6522","15-19","1020","Female"
"4395","6523","15-19","1330","Female"
"4396","6524","15-19","1050","Female"
"4397","6531","15-19","1565","Female"
"4398","6532","15-19","850","Female"
"4399","6533","15-19","820","Female"
"4400","7111","15-19","515","Female"
"4401","7121","15-19","415","Female"
"4402","7131","15-19","925","Female"
"4403","7141","15-19","1860","Female"
"4404","7142","15-19","1815","Female"
"4405","7143","15-19","3425","Female"
"4406","7151","15-19","1080","Female"
"4407","7152","15-19","340","Female"
"4408","8111","15-19","505","Female"
"4409","8121","15-19","670","Female"
"4410","8131","15-19","1210","Female"
"4411","8141","15-19","1150","Female"
"4412","8151","15-19","320","Female"
"4413","8152","15-19","75","Female"
"4414","9111","15-19","100","Female"
"4415","9121","15-19","130","Female"
"4416","9122","15-19","115","Female"
"4417","9123","15-19","875","Female"
"4418","9131","15-19","170","Female"
"4419","9141","15-19","805","Female"
"4420","9151","15-19","165","Female"
"4421","9161","15-19","145","Female"
"4422","9171","15-19","30","Female"
"4423","10011","15-19","35","Female"
"4424","10012","15-19","30","Female"
"4425","10013","15-19","60","Female"
"4426","10014","15-19","255","Female"
"4427","11111","15-19","345","Female"
"4428","11112","15-19","385","Female"
"4429","11121","15-19","230","Female"
"4430","11131","15-19","40","Female"
"4431","11132","15-19","345","Female"
"4432","11133","15-19","25","Female"
"4433","11141","15-19","340","Female"
"4434","11211","15-19","245","Female"
"4435","12111","15-19","730","Female"
"4436","12112","15-19","2725","Female"
"4437","12113","15-19","1330","Female"
"4438","12114","15-19","895","Female"
"4439","12115","15-19","775","Female"
"4440","12121","15-19","880","Female"
"4441","12131","15-19","465","Female"
"4442","12132","15-19","1365","Female"
"4443","12141","15-19","395","Female"
"4444","12151","15-19","510","Female"
"4445","12152","15-19","380","Female"
"4446","13111","15-19","4525","Female"
"4447","13112","15-19","1915","Female"
"4448","13113","15-19","2260","Female"
"4449","13114","15-19","3695","Female"
"4450","14111","15-19","1070","Female"
"4451","14112","15-19","1335","Female"
"4452","14113","15-19","1615","Female"
"4453","14114","15-19","1065","Female"
"4454","14121","15-19","4800","Female"
"4455","14122","15-19","3615","Female"
"4456","15111","15-19","775","Female"
"4457","15121","15-19","955","Female"
"4458","15131","15-19","805","Female"
"4459","15141","15-19","765","Female"
"4460","15151","15-19","3265","Female"
"4461","15161","15-19","4265","Female"
"4462","15171","15-19","5355","Female"
"4463","16111","15-19","3350","Female"
"4464","16112","15-19","2310","Female"
"4465","16121","15-19","1920","Female"
"4466","16122","15-19","3145","Female"
"4467","16211","15-19","1415","Female"
"4468","16212","15-19","1795","Female"
"4469","16213","15-19","3555","Female"
"4470","16221","15-19","3180","Female"
"4471","16222","15-19","2320","Female"
"4472","16223","15-19","430","Female"
"4473","16231","15-19","1125","Female"
"4474","16311","15-19","4485","Female"
"4475","16321","15-19","1390","Female"
"4476","16331","15-19","585","Female"
"4477","16341","15-19","2095","Female"
"4478","16342","15-19","3140","Female"
"4479","16343","15-19","720","Female"
"4480","17011","15-19","330","Female"
"4481","17012","15-19","295","Female"
"4482","18011","15-19","725","Female"
"4483","1111","20-24","455","Female"
"4484","1121","20-24","820","Female"
"4485","1131","20-24","375","Female"
"4486","1141","20-24","135","Female"
"4487","1151","20-24","1680","Female"
"4488","1161","20-24","370","Female"
"4489","1171","20-24","455","Female"
"4490","1181","20-24","390","Female"
"4491","2111","20-24","760","Female"
"4492","2121","20-24","510","Female"
"4493","2131","20-24","1310","Female"
"4494","2141","20-24","1745","Female"
"4495","2151","20-24","2250","Female"
"4496","2161","20-24","610","Female"
"4497","3111","20-24","1145","Female"
"4498","3121","20-24","1905","Female"
"4499","3122","20-24","1665","Female"
"4500","3123","20-24","4340","Female"
"4501","3124","20-24","1395","Female"
"4502","3125","20-24","985","Female"
"4503","3126","20-24","2095","Female"
"4504","3131","20-24","2950","Female"
"4505","3132","20-24","2755","Female"
"4506","3133","20-24","2510","Female"
"4507","3134","20-24","775","Female"
"4508","3141","20-24","265","Female"
"4509","3142","20-24","295","Female"
"4510","4111","20-24","370","Female"
"4511","4121","20-24","230","Female"
"4512","4122","20-24","255","Female"
"4513","4131","20-24","475","Female"
"4514","4141","20-24","1455","Female"
"4515","4151","20-24","3220","Female"
"4516","4152","20-24","1415","Female"
"4517","4161","20-24","550","Female"
"4518","4162","20-24","490","Female"
"4519","4171","20-24","2740","Female"
"4520","4181","20-24","1830","Female"
"4521","4182","20-24","565","Female"
"4522","5111","20-24","1230","Female"
"4523","5121","20-24","2590","Female"
"4524","5131","20-24","1040","Female"
"4525","5141","20-24","455","Female"
"4526","5151","20-24","6340","Female"
"4527","5161","20-24","720","Female"
"4528","5171","20-24","265","Female"
"4529","5181","20-24","480","Female"
"4530","5191","20-24","445","Female"
"4531","6111","20-24","2740","Female"
"4532","6112","20-24","2940","Female"
"4533","6113","20-24","1660","Female"
"4534","6121","20-24","1965","Female"
"4535","6122","20-24","2270","Female"
"4536","6211","20-24","1470","Female"
"4537","6212","20-24","2710","Female"
"4538","6221","20-24","1010","Female"
"4539","6222","20-24","1565","Female"
"4540","6223","20-24","1490","Female"
"4541","6224","20-24","3180","Female"
"4542","6225","20-24","4810","Female"
"4543","6311","20-24","1510","Female"
"4544","6312","20-24","1015","Female"
"4545","6313","20-24","2065","Female"
"4546","6314","20-24","555","Female"
"4547","6321","20-24","2365","Female"
"4548","6322","20-24","2480","Female"
"4549","6323","20-24","1855","Female"
"4550","6324","20-24","700","Female"
"4551","6411","20-24","1540","Female"
"4552","6412","20-24","2830","Female"
"4553","6421","20-24","2585","Female"
"4554","6422","20-24","2725","Female"
"4555","6431","20-24","2530","Female"
"4556","6432","20-24","1865","Female"
"4557","6511","20-24","1890","Female"
"4558","6512","20-24","2135","Female"
"4559","6521","20-24","1850","Female"
"4560","6522","20-24","1110","Female"
"4561","6523","20-24","1660","Female"
"4562","6524","20-24","1350","Female"
"4563","6531","20-24","2615","Female"
"4564","6532","20-24","1355","Female"
"4565","6533","20-24","2185","Female"
"4566","7111","20-24","465","Female"
"4567","7121","20-24","445","Female"
"4568","7131","20-24","860","Female"
"4569","7141","20-24","1750","Female"
"4570","7142","20-24","2700","Female"
"4571","7143","20-24","3915","Female"
"4572","7151","20-24","1085","Female"
"4573","7152","20-24","320","Female"
"4574","8111","20-24","450","Female"
"4575","8121","20-24","650","Female"
"4576","8131","20-24","1365","Female"
"4577","8141","20-24","1270","Female"
"4578","8151","20-24","285","Female"
"4579","8152","20-24","80","Female"
"4580","9111","20-24","95","Female"
"4581","9121","20-24","130","Female"
"4582","9122","20-24","105","Female"
"4583","9123","20-24","780","Female"
"4584","9131","20-24","165","Female"
"4585","9141","20-24","775","Female"
"4586","9151","20-24","170","Female"
"4587","9161","20-24","115","Female"
"4588","9171","20-24","30","Female"
"4589","10011","20-24","45","Female"
"4590","10012","20-24","25","Female"
"4591","10013","20-24","40","Female"
"4592","10014","20-24","270","Female"
"4593","11111","20-24","330","Female"
"4594","11112","20-24","405","Female"
"4595","11121","20-24","180","Female"
"4596","11131","20-24","30","Female"
"4597","11132","20-24","350","Female"
"4598","11133","20-24","10","Female"
"4599","11141","20-24","340","Female"
"4600","11211","20-24","280","Female"
"4601","12111","20-24","825","Female"
"4602","12112","20-24","2650","Female"
"4603","12113","20-24","1735","Female"
"4604","12114","20-24","925","Female"
"4605","12115","20-24","810","Female"
"4606","12121","20-24","965","Female"
"4607","12131","20-24","455","Female"
"4608","12132","20-24","1440","Female"
"4609","12141","20-24","340","Female"
"4610","12151","20-24","530","Female"
"4611","12152","20-24","370","Female"
"4612","13111","20-24","4450","Female"
"4613","13112","20-24","1965","Female"
"4614","13113","20-24","3155","Female"
"4615","13114","20-24","3850","Female"
"4616","14111","20-24","1085","Female"
"4617","14112","20-24","1430","Female"
"4618","14113","20-24","1840","Female"
"4619","14114","20-24","1115","Female"
"4620","14121","20-24","4630","Female"
"4621","14122","20-24","3705","Female"
"4622","15111","20-24","685","Female"
"4623","15121","20-24","955","Female"
"4624","15131","20-24","735","Female"
"4625","15141","20-24","745","Female"
"4626","15151","20-24","3320","Female"
"4627","15161","20-24","4615","Female"
"4628","15171","20-24","5360","Female"
"4629","16111","20-24","3630","Female"
"4630","16112","20-24","2655","Female"
"4631","16121","20-24","1830","Female"
"4632","16122","20-24","3320","Female"
"4633","16211","20-24","2130","Female"
"4634","16212","20-24","2290","Female"
"4635","16213","20-24","3375","Female"
"4636","16221","20-24","2905","Female"
"4637","16222","20-24","2600","Female"
"4638","16223","20-24","345","Female"
"4639","16231","20-24","1175","Female"
"4640","16311","20-24","3855","Female"
"4641","16321","20-24","1720","Female"
"4642","16331","20-24","545","Female"
"4643","16341","20-24","2140","Female"
"4644","16342","20-24","3110","Female"
"4645","16343","20-24","800","Female"
"4646","17011","20-24","335","Female"
"4647","17012","20-24","295","Female"
"4648","18011","20-24","735","Female"
"4649","1111","25-29","435","Female"
"4650","1121","25-29","885","Female"
"4651","1131","25-29","350","Female"
"4652","1141","25-29","125","Female"
"4653","1151","25-29","1530","Female"
"4654","1161","25-29","405","Female"
"4655","1171","25-29","445","Female"
"4656","1181","25-29","390","Female"
"4657","2111","25-29","720","Female"
"4658","2121","25-29","535","Female"
"4659","2131","25-29","1315","Female"
"4660","2141","25-29","1800","Female"
"4661","2151","25-29","2070","Female"
"4662","2161","25-29","625","Female"
"4663","3111","25-29","1390","Female"
"4664","3121","25-29","1270","Female"
"4665","3122","25-29","1850","Female"
"4666","3123","25-29","2875","Female"
"4667","3124","25-29","1960","Female"
"4668","3125","25-29","1555","Female"
"4669","3126","25-29","2750","Female"
"4670","3131","25-29","3405","Female"
"4671","3132","25-29","2845","Female"
"4672","3133","25-29","2565","Female"
"4673","3134","25-29","795","Female"
"4674","3141","25-29","265","Female"
"4675","3142","25-29","320","Female"
"4676","4111","25-29","365","Female"
"4677","4121","25-29","165","Female"
"4678","4122","25-29","330","Female"
"4679","4131","25-29","465","Female"
"4680","4141","25-29","1440","Female"
"4681","4151","25-29","2785","Female"
"4682","4152","25-29","1205","Female"
"4683","4161","25-29","575","Female"
"4684","4162","25-29","510","Female"
"4685","4171","25-29","2695","Female"
"4686","4181","25-29","1730","Female"
"4687","4182","25-29","540","Female"
"4688","5111","25-29","1220","Female"
"4689","5121","25-29","2505","Female"
"4690","5131","25-29","1005","Female"
"4691","5141","25-29","470","Female"
"4692","5151","25-29","5435","Female"
"4693","5161","25-29","765","Female"
"4694","5171","25-29","270","Female"
"4695","5181","25-29","505","Female"
"4696","5191","25-29","420","Female"
"4697","6111","25-29","1600","Female"
"4698","6112","25-29","2300","Female"
"4699","6113","25-29","1290","Female"
"4700","6121","25-29","1975","Female"
"4701","6122","25-29","2430","Female"
"4702","6211","25-29","1335","Female"
"4703","6212","25-29","2665","Female"
"4704","6221","25-29","1130","Female"
"4705","6222","25-29","1115","Female"
"4706","6223","25-29","1405","Female"
"4707","6224","25-29","2490","Female"
"4708","6225","25-29","3365","Female"
"4709","6311","25-29","2870","Female"
"4710","6312","25-29","1320","Female"
"4711","6313","25-29","3105","Female"
"4712","6314","25-29","870","Female"
"4713","6321","25-29","2665","Female"
"4714","6322","25-29","4020","Female"
"4715","6323","25-29","2670","Female"
"4716","6324","25-29","835","Female"
"4717","6411","25-29","1730","Female"
"4718","6412","25-29","3015","Female"
"4719","6421","25-29","2930","Female"
"4720","6422","25-29","2680","Female"
"4721","6431","25-29","4080","Female"
"4722","6432","25-29","3565","Female"
"4723","6511","25-29","1990","Female"
"4724","6512","25-29","2275","Female"
"4725","6521","25-29","1675","Female"
"4726","6522","25-29","1090","Female"
"4727","6523","25-29","1625","Female"
"4728","6524","25-29","1520","Female"
"4729","6531","25-29","3465","Female"
"4730","6532","25-29","1505","Female"
"4731","6533","25-29","3290","Female"
"4732","7111","25-29","465","Female"
"4733","7121","25-29","435","Female"
"4734","7131","25-29","860","Female"
"4735","7141","25-29","1955","Female"
"4736","7142","25-29","2725","Female"
"4737","7143","25-29","3615","Female"
"4738","7151","25-29","1275","Female"
"4739","7152","25-29","320","Female"
"4740","8111","25-29","490","Female"
"4741","8121","25-29","690","Female"
"4742","8131","25-29","1310","Female"
"4743","8141","25-29","1295","Female"
"4744","8151","25-29","250","Female"
"4745","8152","25-29","60","Female"
"4746","9111","25-29","115","Female"
"4747","9121","25-29","115","Female"
"4748","9122","25-29","90","Female"
"4749","9123","25-29","740","Female"
"4750","9131","25-29","205","Female"
"4751","9141","25-29","820","Female"
"4752","9151","25-29","165","Female"
"4753","9161","25-29","115","Female"
"4754","9171","25-29","25","Female"
"4755","10011","25-29","40","Female"
"4756","10012","25-29","45","Female"
"4757","10013","25-29","55","Female"
"4758","10014","25-29","260","Female"
"4759","11111","25-29","325","Female"
"4760","11112","25-29","360","Female"
"4761","11121","25-29","240","Female"
"4762","11131","25-29","30","Female"
"4763","11132","25-29","375","Female"
"4764","11133","25-29","10","Female"
"4765","11141","25-29","315","Female"
"4766","11211","25-29","250","Female"
"4767","12111","25-29","970","Female"
"4768","12112","25-29","2410","Female"
"4769","12113","25-29","1440","Female"
"4770","12114","25-29","1000","Female"
"4771","12115","25-29","930","Female"
"4772","12121","25-29","865","Female"
"4773","12131","25-29","450","Female"
"4774","12132","25-29","1320","Female"
"4775","12141","25-29","315","Female"
"4776","12151","25-29","455","Female"
"4777","12152","25-29","355","Female"
"4778","13111","25-29","3375","Female"
"4779","13112","25-29","1570","Female"
"4780","13113","25-29","3210","Female"
"4781","13114","25-29","3585","Female"
"4782","14111","25-29","930","Female"
"4783","14112","25-29","1865","Female"
"4784","14113","25-29","1860","Female"
"4785","14114","25-29","1085","Female"
"4786","14121","25-29","4240","Female"
"4787","14122","25-29","3175","Female"
"4788","15111","25-29","715","Female"
"4789","15121","25-29","950","Female"
"4790","15131","25-29","700","Female"
"4791","15141","25-29","810","Female"
"4792","15151","25-29","3320","Female"
"4793","15161","25-29","5000","Female"
"4794","15171","25-29","3920","Female"
"4795","16111","25-29","3545","Female"
"4796","16112","25-29","2655","Female"
"4797","16121","25-29","1990","Female"
"4798","16122","25-29","3265","Female"
"4799","16211","25-29","2520","Female"
"4800","16212","25-29","2220","Female"
"4801","16213","25-29","2700","Female"
"4802","16221","25-29","2285","Female"
"4803","16222","25-29","2385","Female"
"4804","16223","25-29","325","Female"
