"","clsc.age.pry.CLSC_code","clsc.age.pry.Age","clsc.age.pry.Count","clsc.age.pry.Sex","clsc.age.pry.Year"
"145","15161","Total","60430","Male",2006
"146","15171","Total","70705","Male",2006
"147","16111","Total","54760","Male",2006
"148","16112","Total","37695","Male",2006
"149","16121","Total","28150","Male",2006
"150","16122","Total","53145","Male",2006
"151","16211","Total","30575","Male",2006
"152","16212","Total","31635","Male",2006
"153","16213","Total","53715","Male",2006
"154","16221","Total","49705","Male",2006
"155","16222","Total","39275","Male",2006
"156","16223","Total","7775","Male",2006
"157","16231","Total","24460","Male",2006
"158","16311","Total","59635","Male",2006
"159","16321","Total","26755","Male",2006
"160","16331","Total","11100","Male",2006
"161","16341","Total","30770","Male",2006
"162","16342","Total","45670","Male",2006
"163","16343","Total","12300","Male",2006
"164","17011","Total","3115","Male",2006
"165","17012","Total","2370","Male",2006
"166","18011","Total","7175","Male",2006
"167","1111","0 - 4","505","Male",2006
"168","1121","0 - 4","805","Male",2006
"169","1131","0 - 4","520","Male",2006
"170","1141","0 - 4","180","Male",2006
"171","1151","0 - 4","1165","Male",2006
"172","1161","0 - 4","430","Male",2006
"173","1171","0 - 4","485","Male",2006
"174","1181","0 - 4","415","Male",2006
"175","2111","0 - 4","725","Male",2006
"176","2121","0 - 4","655","Male",2006
"177","2131","0 - 4","1235","Male",2006
"178","2141","0 - 4","1450","Male",2006
"179","2151","0 - 4","1685","Male",2006
"180","2161","0 - 4","515","Male",2006
"181","3111","0 - 4","975","Male",2006
"182","3121","0 - 4","1490","Male",2006
"183","3122","0 - 4","855","Male",2006
"184","3123","0 - 4","1190","Male",2006
"185","3124","0 - 4","395","Male",2006
"186","3125","0 - 4","440","Male",2006
"187","3126","0 - 4","1065","Male",2006
"188","3131","0 - 4","2590","Male",2006
"189","3132","0 - 4","2290","Male",2006
"190","3133","0 - 4","1765","Male",2006
"191","3134","0 - 4","730","Male",2006
"192","3141","0 - 4","250","Male",2006
"193","3142","0 - 4","340","Male",2006
"194","4111","0 - 4","470","Male",2006
"195","4121","0 - 4","235","Male",2006
"196","4122","0 - 4","240","Male",2006
"197","4131","0 - 4","490","Male",2006
"198","4141","0 - 4","1225","Male",2006
"199","4151","0 - 4","1820","Male",2006
"200","4152","0 - 4","900","Male",2006
"201","4161","0 - 4","525","Male",2006
"202","4162","0 - 4","415","Male",2006
"203","4171","0 - 4","2580","Male",2006
"204","4181","0 - 4","1690","Male",2006
"205","4182","0 - 4","550","Male",2006
"206","5111","0 - 4","1130","Male",2006
"207","5121","0 - 4","2385","Male",2006
"208","5131","0 - 4","995","Male",2006
"209","5141","0 - 4","545","Male",2006
"210","5151","0 - 4","3845","Male",2006
"211","5161","0 - 4","835","Male",2006
"212","5171","0 - 4","330","Male",2006
"213","5181","0 - 4","555","Male",2006
"214","5191","0 - 4","580","Male",2006
"215","6111","0 - 4","1980","Male",2006
"216","6112","0 - 4","2310","Male",2006
"217","6113","0 - 4","1260","Male",2006
"218","6121","0 - 4","1450","Male",2006
"219","6122","0 - 4","1880","Male",2006
"220","6211","0 - 4","1225","Male",2006
"221","6212","0 - 4","1850","Male",2006
"222","6221","0 - 4","1095","Male",2006
"223","6222","0 - 4","1310","Male",2006
"224","6223","0 - 4","1230","Male",2006
"225","6224","0 - 4","1555","Male",2006
"226","6225","0 - 4","920","Male",2006
"227","6311","0 - 4","780","Male",2006
"228","6312","0 - 4","720","Male",2006
"229","6313","0 - 4","1650","Male",2006
"230","6314","0 - 4","420","Male",2006
"231","6321","0 - 4","970","Male",2006
"232","6322","0 - 4","1050","Male",2006
"233","6323","0 - 4","620","Male",2006
"234","6324","0 - 4","170","Male",2006
"235","6411","0 - 4","1580","Male",2006
"236","6412","0 - 4","2655","Male",2006
"237","6421","0 - 4","2000","Male",2006
"238","6422","0 - 4","2585","Male",2006
"239","6431","0 - 4","1465","Male",2006
"240","6432","0 - 4","1110","Male",2006
"241","6511","0 - 4","1895","Male",2006
"242","6512","0 - 4","2110","Male",2006
"243","6521","0 - 4","1490","Male",2006
"244","6522","0 - 4","975","Male",2006
"245","6523","0 - 4","1090","Male",2006
"246","6524","0 - 4","915","Male",2006
"247","6531","0 - 4","1920","Male",2006
"248","6532","0 - 4","855","Male",2006
"249","6533","0 - 4","1095","Male",2006
"250","7111","0 - 4","470","Male",2006
"251","7121","0 - 4","450","Male",2006
"252","7131","0 - 4","1050","Male",2006
"253","7141","0 - 4","1405","Male",2006
"254","7142","0 - 4","1830","Male",2006
"255","7143","0 - 4","2780","Male",2006
"256","7151","0 - 4","1000","Male",2006
"257","7152","0 - 4","295","Male",2006
"258","8111","0 - 4","535","Male",2006
"259","8121","0 - 4","650","Male",2006
"260","8131","0 - 4","985","Male",2006
"261","8141","0 - 4","1165","Male",2006
"262","8151","0 - 4","330","Male",2006
"263","8152","0 - 4","110","Male",2006
"264","9111","0 - 4","90","Male",2006
"265","9121","0 - 4","145","Male",2006
"266","9122","0 - 4","115","Male",2006
"267","9123","0 - 4","775","Male",2006
"268","9131","0 - 4","200","Male",2006
"269","9141","0 - 4","825","Male",2006
"270","9151","0 - 4","195","Male",2006
"271","9161","0 - 4","175","Male",2006
"272","9171","0 - 4","30","Male",2006
"273","10011","0 - 4","30","Male",2006
"274","10012","0 - 4","45","Male",2006
"275","10013","0 - 4","90","Male",2006
"276","10014","0 - 4","260","Male",2006
"277","11111","0 - 4","325","Male",2006
"278","11112","0 - 4","335","Male",2006
"279","11121","0 - 4","210","Male",2006
"280","11131","0 - 4","45","Male",2006
"281","11132","0 - 4","280","Male",2006
"282","11133","0 - 4","20","Male",2006
"283","11141","0 - 4","305","Male",2006
"284","11211","0 - 4","255","Male",2006
"285","12111","0 - 4","680","Male",2006
"286","12112","0 - 4","2720","Male",2006
"287","12113","0 - 4","1105","Male",2006
"288","12114","0 - 4","800","Male",2006
"289","12115","0 - 4","690","Male",2006
"290","12121","0 - 4","925","Male",2006
"291","12131","0 - 4","555","Male",2006
"292","12132","0 - 4","1345","Male",2006
"293","12141","0 - 4","405","Male",2006
"294","12151","0 - 4","545","Male",2006
"295","12152","0 - 4","440","Male",2006
"296","13111","0 - 4","3435","Male",2006
"297","13112","0 - 4","1390","Male",2006
"298","13113","0 - 4","1750","Male",2006
"299","13114","0 - 4","3115","Male",2006
"300","14111","0 - 4","990","Male",2006
"301","14112","0 - 4","1130","Male",2006
"302","14113","0 - 4","1250","Male",2006
"303","14114","0 - 4","930","Male",2006
"304","14121","0 - 4","3925","Male",2006
"305","14122","0 - 4","2500","Male",2006
"306","15111","0 - 4","770","Male",2006
"307","15121","0 - 4","925","Male",2006
"308","15131","0 - 4","635","Male",2006
"309","15141","0 - 4","665","Male",2006
"310","15151","0 - 4","2860","Male",2006
"311","15161","0 - 4","3440","Male",2006
"312","15171","0 - 4","4310","Male",2006
"313","16111","0 - 4","2620","Male",2006
"314","16112","0 - 4","1775","Male",2006
"315","16121","0 - 4","1685","Male",2006
"316","16122","0 - 4","2740","Male",2006
"317","16211","0 - 4","1390","Male",2006
"318","16212","0 - 4","1695","Male",2006
"319","16213","0 - 4","3255","Male",2006
"320","16221","0 - 4","2850","Male",2006
"321","16222","0 - 4","2050","Male",2006
"322","16223","0 - 4","420","Male",2006
"323","16231","0 - 4","980","Male",2006
"324","16311","0 - 4","3835","Male",2006
"325","16321","0 - 4","1115","Male",2006
"326","16331","0 - 4","485","Male",2006
"327","16341","0 - 4","1565","Male",2006
"328","16342","0 - 4","2970","Male",2006
"329","16343","0 - 4","635","Male",2006
"330","17011","0 - 4","400","Male",2006
"331","17012","0 - 4","280","Male",2006
"332","18011","0 - 4","955","Male",2006
"333","1111","5 - 9","530","Male",2006
"334","1121","5 - 9","830","Male",2006
"335","1131","5 - 9","535","Male",2006
"336","1141","5 - 9","195","Male",2006
"337","1151","5 - 9","1260","Male",2006
"338","1161","5 - 9","480","Male",2006
"339","1171","5 - 9","495","Male",2006
"340","1181","5 - 9","455","Male",2006
"341","2111","5 - 9","885","Male",2006
"342","2121","5 - 9","675","Male",2006
"343","2131","5 - 9","1310","Male",2006
"344","2141","5 - 9","1685","Male",2006
"345","2151","5 - 9","1865","Male",2006
"346","2161","5 - 9","565","Male",2006
"347","3111","5 - 9","1080","Male",2006
"348","3121","5 - 9","1805","Male",2006
"349","3122","5 - 9","900","Male",2006
"350","3123","5 - 9","1260","Male",2006
"351","3124","5 - 9","360","Male",2006
"352","3125","5 - 9","385","Male",2006
"353","3126","5 - 9","1005","Male",2006
"354","3131","5 - 9","2655","Male",2006
"355","3132","5 - 9","2325","Male",2006
"356","3133","5 - 9","2010","Male",2006
"357","3134","5 - 9","740","Male",2006
"358","3141","5 - 9","250","Male",2006
"359","3142","5 - 9","390","Male",2006
"360","4111","5 - 9","440","Male",2006
"361","4121","5 - 9","255","Male",2006
"362","4122","5 - 9","275","Male",2006
"363","4131","5 - 9","530","Male",2006
"364","4141","5 - 9","1350","Male",2006
"365","4151","5 - 9","1885","Male",2006
"366","4152","5 - 9","1100","Male",2006
"367","4161","5 - 9","660","Male",2006
"368","4162","5 - 9","530","Male",2006
"369","4171","5 - 9","2600","Male",2006
"370","4181","5 - 9","1890","Male",2006
"371","4182","5 - 9","630","Male",2006
"372","5111","5 - 9","1310","Male",2006
"373","5121","5 - 9","2480","Male",2006
"374","5131","5 - 9","1160","Male",2006
"375","5141","5 - 9","560","Male",2006
"376","5151","5 - 9","4175","Male",2006
"377","5161","5 - 9","825","Male",2006
"378","5171","5 - 9","390","Male",2006
"379","5181","5 - 9","645","Male",2006
"380","5191","5 - 9","600","Male",2006
"381","6111","5 - 9","2670","Male",2006
"382","6112","5 - 9","2895","Male",2006
"383","6113","5 - 9","1595","Male",2006
"384","6121","5 - 9","1490","Male",2006
"385","6122","5 - 9","1890","Male",2006
"386","6211","5 - 9","1355","Male",2006
"387","6212","5 - 9","1910","Male",2006
"388","6221","5 - 9","985","Male",2006
"389","6222","5 - 9","1490","Male",2006
"390","6223","5 - 9","1010","Male",2006
"391","6224","5 - 9","1360","Male",2006
"392","6225","5 - 9","875","Male",2006
"393","6311","5 - 9","765","Male",2006
"394","6312","5 - 9","645","Male",2006
"395","6313","5 - 9","1425","Male",2006
"396","6314","5 - 9","355","Male",2006
"397","6321","5 - 9","715","Male",2006
"398","6322","5 - 9","775","Male",2006
"399","6323","5 - 9","490","Male",2006
"400","6324","5 - 9","150","Male",2006
"401","6411","5 - 9","1485","Male",2006
"402","6412","5 - 9","2410","Male",2006
"403","6421","5 - 9","1790","Male",2006
"404","6422","5 - 9","2535","Male",2006
"405","6431","5 - 9","1265","Male",2006
"406","6432","5 - 9","850","Male",2006
"407","6511","5 - 9","1745","Male",2006
"408","6512","5 - 9","1990","Male",2006
"409","6521","5 - 9","1675","Male",2006
"410","6522","5 - 9","985","Male",2006
"411","6523","5 - 9","1320","Male",2006
"412","6524","5 - 9","940","Male",2006
"413","6531","5 - 9","1570","Male",2006
"414","6532","5 - 9","770","Male",2006
"415","6533","5 - 9","890","Male",2006
"416","7111","5 - 9","585","Male",2006
"417","7121","5 - 9","495","Male",2006
"418","7131","5 - 9","1045","Male",2006
"419","7141","5 - 9","1400","Male",2006
"420","7142","5 - 9","1710","Male",2006
"421","7143","5 - 9","3095","Male",2006
"422","7151","5 - 9","1095","Male",2006
"423","7152","5 - 9","365","Male",2006
"424","8111","5 - 9","555","Male",2006
"425","8121","5 - 9","750","Male",2006
"426","8131","5 - 9","1135","Male",2006
"427","8141","5 - 9","1290","Male",2006
"428","8151","5 - 9","390","Male",2006
"429","8152","5 - 9","135","Male",2006
"430","9111","5 - 9","125","Male",2006
"431","9121","5 - 9","145","Male",2006
"432","9122","5 - 9","155","Male",2006
"433","9123","5 - 9","825","Male",2006
"434","9131","5 - 9","220","Male",2006
"435","9141","5 - 9","895","Male",2006
"436","9151","5 - 9","155","Male",2006
"437","9161","5 - 9","205","Male",2006
"438","9171","5 - 9","30","Male",2006
"439","10011","5 - 9","35","Male",2006
"440","10012","5 - 9","50","Male",2006
"441","10013","5 - 9","80","Male",2006
"442","10014","5 - 9","295","Male",2006
"443","11111","5 - 9","385","Male",2006
"444","11112","5 - 9","415","Male",2006
"445","11121","5 - 9","270","Male",2006
"446","11131","5 - 9","55","Male",2006
"447","11132","5 - 9","350","Male",2006
"448","11133","5 - 9","20","Male",2006
"449","11141","5 - 9","430","Male",2006
"450","11211","5 - 9","285","Male",2006
"451","12111","5 - 9","760","Male",2006
"452","12112","5 - 9","2815","Male",2006
"453","12113","5 - 9","1185","Male",2006
"454","12114","5 - 9","915","Male",2006
"455","12115","5 - 9","720","Male",2006
"456","12121","5 - 9","970","Male",2006
"457","12131","5 - 9","480","Male",2006
"458","12132","5 - 9","1375","Male",2006
"459","12141","5 - 9","415","Male",2006
"460","12151","5 - 9","605","Male",2006
"461","12152","5 - 9","425","Male",2006
"462","13111","5 - 9","3885","Male",2006
"463","13112","5 - 9","1605","Male",2006
"464","13113","5 - 9","2140","Male",2006
"465","13114","5 - 9","3195","Male",2006
"466","14111","5 - 9","1210","Male",2006
"467","14112","5 - 9","1255","Male",2006
"468","14113","5 - 9","1435","Male",2006
"469","14114","5 - 9","1085","Male",2006
"470","14121","5 - 9","4370","Male",2006
"471","14122","5 - 9","3190","Male",2006
"472","15111","5 - 9","840","Male",2006
"473","15121","5 - 9","985","Male",2006
"474","15131","5 - 9","740","Male",2006
"475","15141","5 - 9","705","Male",2006
"476","15151","5 - 9","3085","Male",2006
"477","15161","5 - 9","3655","Male",2006
"478","15171","5 - 9","5180","Male",2006
"479","16111","5 - 9","2960","Male",2006
"480","16112","5 - 9","2135","Male",2006
"481","16121","5 - 9","1770","Male",2006
"482","16122","5 - 9","3100","Male",2006
"483","16211","5 - 9","1430","Male",2006
"484","16212","5 - 9","1795","Male",2006
"485","16213","5 - 9","3630","Male",2006
"486","16221","5 - 9","3135","Male",2006
"487","16222","5 - 9","2155","Male",2006
"488","16223","5 - 9","465","Male",2006
"489","16231","5 - 9","1055","Male",2006
"490","16311","5 - 9","4175","Male",2006
"491","16321","5 - 9","1245","Male",2006
"492","16331","5 - 9","595","Male",2006
"493","16341","5 - 9","1890","Male",2006
"494","16342","5 - 9","3180","Male",2006
"495","16343","5 - 9","700","Male",2006
"496","17011","5 - 9","415","Male",2006
"497","17012","5 - 9","270","Male",2006
"498","18011","5 - 9","795","Male",2006
"499","1111","10 - 14","650","Male",2006
"500","1121","10 - 14","950","Male",2006
"501","1131","10 - 14","670","Male",2006
"502","1141","10 - 14","280","Male",2006
"503","1151","10 - 14","1530","Male",2006
"504","1161","10 - 14","600","Male",2006
"505","1171","10 - 14","620","Male",2006
"506","1181","10 - 14","615","Male",2006
"507","2111","10 - 14","995","Male",2006
"508","2121","10 - 14","850","Male",2006
"509","2131","10 - 14","1660","Male",2006
"510","2141","10 - 14","2045","Male",2006
"511","2151","10 - 14","2385","Male",2006
"512","2161","10 - 14","755","Male",2006
"513","3111","10 - 14","1415","Male",2006
"514","3121","10 - 14","2320","Male",2006
"515","3122","10 - 14","1100","Male",2006
"516","3123","10 - 14","1570","Male",2006
"517","3124","10 - 14","420","Male",2006
"518","3125","10 - 14","370","Male",2006
"519","3126","10 - 14","1160","Male",2006
"520","3131","10 - 14","3105","Male",2006
"521","3132","10 - 14","2820","Male",2006
"522","3133","10 - 14","2555","Male",2006
"523","3134","10 - 14","895","Male",2006
"524","3141","10 - 14","370","Male",2006
"525","3142","10 - 14","435","Male",2006
"526","4111","10 - 14","560","Male",2006
"527","4121","10 - 14","315","Male",2006
"528","4122","10 - 14","390","Male",2006
"529","4131","10 - 14","615","Male",2006
"530","4141","10 - 14","1875","Male",2006
"531","4151","10 - 14","2405","Male",2006
"532","4152","10 - 14","1540","Male",2006
"533","4161","10 - 14","745","Male",2006
"534","4162","10 - 14","645","Male",2006
"535","4171","10 - 14","3025","Male",2006
"536","4181","10 - 14","2225","Male",2006
"537","4182","10 - 14","795","Male",2006
"538","5111","10 - 14","1655","Male",2006
"539","5121","10 - 14","2950","Male",2006
"540","5131","10 - 14","1355","Male",2006
"541","5141","10 - 14","700","Male",2006
"542","5151","10 - 14","4575","Male",2006
"543","5161","10 - 14","1070","Male",2006
"544","5171","10 - 14","435","Male",2006
"545","5181","10 - 14","760","Male",2006
"546","5191","10 - 14","735","Male",2006
"547","6111","10 - 14","3170","Male",2006
"548","6112","10 - 14","3215","Male",2006
"549","6113","10 - 14","1930","Male",2006
"550","6121","10 - 14","1790","Male",2006
"551","6122","10 - 14","2095","Male",2006
"552","6211","10 - 14","1430","Male",2006
"553","6212","10 - 14","1985","Male",2006
"554","6221","10 - 14","905","Male",2006
"555","6222","10 - 14","1555","Male",2006
"556","6223","10 - 14","960","Male",2006
"557","6224","10 - 14","1250","Male",2006
"558","6225","10 - 14","940","Male",2006
"559","6311","10 - 14","765","Male",2006
"560","6312","10 - 14","775","Male",2006
"561","6313","10 - 14","1525","Male",2006
"562","6314","10 - 14","420","Male",2006
"563","6321","10 - 14","670","Male",2006
"564","6322","10 - 14","785","Male",2006
"565","6323","10 - 14","515","Male",2006
"566","6324","10 - 14","140","Male",2006
"567","6411","10 - 14","1450","Male",2006
"568","6412","10 - 14","2365","Male",2006
"569","6421","10 - 14","1915","Male",2006
"570","6422","10 - 14","2510","Male",2006
"571","6431","10 - 14","1365","Male",2006
"572","6432","10 - 14","905","Male",2006
"573","6511","10 - 14","1700","Male",2006
"574","6512","10 - 14","1915","Male",2006
"575","6521","10 - 14","2065","Male",2006
"576","6522","10 - 14","1115","Male",2006
"577","6523","10 - 14","1725","Male",2006
"578","6524","10 - 14","1275","Male",2006
"579","6531","10 - 14","1770","Male",2006
"580","6532","10 - 14","870","Male",2006
"581","6533","10 - 14","1010","Male",2006
"582","7111","10 - 14","645","Male",2006
"583","7121","10 - 14","700","Male",2006
"584","7131","10 - 14","1275","Male",2006
"585","7141","10 - 14","1630","Male",2006
"586","7142","10 - 14","1915","Male",2006
"587","7143","10 - 14","4125","Male",2006
"588","7151","10 - 14","1315","Male",2006
"589","7152","10 - 14","450","Male",2006
"590","8111","10 - 14","705","Male",2006
"591","8121","10 - 14","905","Male",2006
"592","8131","10 - 14","1405","Male",2006
"593","8141","10 - 14","1530","Male",2006
"594","8151","10 - 14","520","Male",2006
"595","8152","10 - 14","155","Male",2006
"596","9111","10 - 14","110","Male",2006
"597","9121","10 - 14","190","Male",2006
"598","9122","10 - 14","200","Male",2006
"599","9123","10 - 14","1170","Male",2006
"600","9131","10 - 14","235","Male",2006
"601","9141","10 - 14","980","Male",2006
"602","9151","10 - 14","220","Male",2006
"603","9161","10 - 14","230","Male",2006
"604","9171","10 - 14","35","Male",2006
"605","10011","10 - 14","50","Male",2006
"606","10012","10 - 14","55","Male",2006
"607","10013","10 - 14","90","Male",2006
"608","10014","10 - 14","360","Male",2006
"609","11111","10 - 14","485","Male",2006
"610","11112","10 - 14","535","Male",2006
"611","11121","10 - 14","335","Male",2006
"612","11131","10 - 14","70","Male",2006
"613","11132","10 - 14","460","Male",2006
"614","11133","10 - 14","15","Male",2006
"615","11141","10 - 14","500","Male",2006
"616","11211","10 - 14","430","Male",2006
"617","12111","10 - 14","985","Male",2006
"618","12112","10 - 14","3065","Male",2006
"619","12113","10 - 14","1540","Male",2006
"620","12114","10 - 14","1070","Male",2006
"621","12115","10 - 14","840","Male",2006
"622","12121","10 - 14","1225","Male",2006
"623","12131","10 - 14","570","Male",2006
"624","12132","10 - 14","1625","Male",2006
"625","12141","10 - 14","565","Male",2006
"626","12151","10 - 14","640","Male",2006
"627","12152","10 - 14","570","Male",2006
"628","13111","10 - 14","4725","Male",2006
"629","13112","10 - 14","1965","Male",2006
"630","13113","10 - 14","2565","Male",2006
"631","13114","10 - 14","3560","Male",2006
"632","14111","10 - 14","1575","Male",2006
"633","14112","10 - 14","1605","Male",2006
"634","14113","10 - 14","1880","Male",2006
"635","14114","10 - 14","1405","Male",2006
"636","14121","10 - 14","5480","Male",2006
"637","14122","10 - 14","4505","Male",2006
"638","15111","10 - 14","1030","Male",2006
"639","15121","10 - 14","1300","Male",2006
"640","15131","10 - 14","925","Male",2006
"641","15141","10 - 14","975","Male",2006
"642","15151","10 - 14","4055","Male",2006
"643","15161","10 - 14","4390","Male",2006
"644","15171","10 - 14","6355","Male",2006
"645","16111","10 - 14","3540","Male",2006
"646","16112","10 - 14","2950","Male",2006
"647","16121","10 - 14","2355","Male",2006
"648","16122","10 - 14","3940","Male",2006
"649","16211","10 - 14","1615","Male",2006
"650","16212","10 - 14","2100","Male",2006
"651","16213","10 - 14","4300","Male",2006
"652","16221","10 - 14","3875","Male",2006
"653","16222","10 - 14","2605","Male",2006
"654","16223","10 - 14","525","Male",2006
"655","16231","10 - 14","1320","Male",2006
"656","16311","10 - 14","4850","Male",2006
"657","16321","10 - 14","1880","Male",2006
"658","16331","10 - 14","745","Male",2006
"659","16341","10 - 14","2455","Male",2006
"660","16342","10 - 14","3865","Male",2006
"661","16343","10 - 14","910","Male",2006
"662","17011","10 - 14","335","Male",2006
"663","17012","10 - 14","295","Male",2006
"664","18011","10 - 14","780","Male",2006
"665","1111","15 - 19","805","Male",2006
"666","1121","15 - 19","1070","Male",2006
"667","1131","15 - 19","785","Male",2006
"668","1141","15 - 19","305","Male",2006
"669","1151","15 - 19","1665","Male",2006
"670","1161","15 - 19","645","Male",2006
"671","1171","15 - 19","695","Male",2006
"672","1181","15 - 19","705","Male",2006
"673","2111","15 - 19","1100","Male",2006
"674","2121","15 - 19","990","Male",2006
"675","2131","15 - 19","1775","Male",2006
"676","2141","15 - 19","2170","Male",2006
"677","2151","15 - 19","2570","Male",2006
"678","2161","15 - 19","815","Male",2006
"679","3111","15 - 19","1425","Male",2006
"680","3121","15 - 19","2335","Male",2006
"681","3122","15 - 19","1125","Male",2006
"682","3123","15 - 19","1955","Male",2006
"683","3124","15 - 19","515","Male",2006
"684","3125","15 - 19","440","Male",2006
"685","3126","15 - 19","1315","Male",2006
"686","3131","15 - 19","2700","Male",2006
"687","3132","15 - 19","2740","Male",2006
"688","3133","15 - 19","2505","Male",2006
"689","3134","15 - 19","905","Male",2006
"690","3141","15 - 19","395","Male",2006
"691","3142","15 - 19","525","Male",2006
"692","4111","15 - 19","560","Male",2006
"693","4121","15 - 19","390","Male",2006
"694","4122","15 - 19","400","Male",2006
"695","4131","15 - 19","675","Male",2006
"696","4141","15 - 19","1965","Male",2006
"697","4151","15 - 19","2345","Male",2006
