"","ca.age.pry.census_id","ca.age.pry.Age","ca.age.pry.Count","ca.age.pry.Sex","ca.age.pry.Year"
"439","13","/55-59years;Females","30400","Female",2011
"440","24","/55-59years;Females","293985","Female",2011
"441","35","/55-59years;Females","445865","Female",2011
"442","46","/55-59years;Females","40420","Female",2011
"443","47","/55-59years;Females","34870","Female",2011
"444","48","/55-59years;Females","115035","Female",2011
"445","59","/55-59years;Females","165880","Female",2011
"446","60","/55-59years;Females","1340","Female",2011
"447","61","/55-59years;Females","1140","Female",2011
"448","62","/55-59years;Females","555","Female",2011
"449","1","/60-64years;Females","1049980","Female",2011
"450","10","/60-64years;Females","19900","Female",2011
"451","11","/60-64years;Females","5235","Female",2011
"452","12","/60-64years;Females","34115","Female",2011
"453","13","/60-64years;Females","27725","Female",2011
"454","24","/60-64years;Females","262155","Female",2011
"455","35","/60-64years;Females","395280","Female",2011
"456","46","/60-64years;Females","35170","Female",2011
"457","47","/60-64years;Females","28645","Female",2011
"458","48","/60-64years;Females","91190","Female",2011
"459","59","/60-64years;Females","148395","Female",2011
"460","60","/60-64years;Females","1000","Female",2011
"461","61","/60-64years;Females","765","Female",2011
"462","62","/60-64years;Females","410","Female",2011
"463","1","/65-69years;Females","783700","Female",2011
"464","10","/65-69years;Females","14645","Female",2011
"465","11","/65-69years;Females","3670","Female",2011
"466","12","/65-69years;Females","25075","Female",2011
"467","13","/65-69years;Females","19690","Female",2011
"468","24","/65-69years;Females","208905","Female",2011
"469","35","/65-69years;Females","292615","Female",2011
"470","46","/65-69years;Females","25840","Female",2011
"471","47","/65-69years;Females","21060","Female",2011
"472","48","/65-69years;Females","63905","Female",2011
"473","59","/65-69years;Females","107115","Female",2011
"474","60","/65-69years;Females","560","Female",2011
"475","61","/65-69years;Females","420","Female",2011
"476","62","/65-69years;Females","205","Female",2011
"477","1","/70-74years;Females","609630","Female",2011
"478","10","/70-74years;Females","10340","Female",2011
"479","11","/70-74years;Females","2790","Female",2011
"480","12","/70-74years;Females","19095","Female",2011
"481","13","/70-74years;Females","15195","Female",2011
"482","24","/70-74years;Females","155925","Female",2011
"483","35","/70-74years;Females","234430","Female",2011
"484","46","/70-74years;Females","20390","Female",2011
"485","47","/70-74years;Females","17770","Female",2011
"486","48","/70-74years;Females","49555","Female",2011
"487","59","/70-74years;Females","83360","Female",2011
"488","60","/70-74years;Females","335","Female",2011
"489","61","/70-74years;Females","305","Female",2011
"490","62","/70-74years;Females","135","Female",2011
"491","1","/75-79years;Females","504755","Female",2011
"492","10","/75-79years;Females","7870","Female",2011
"493","11","/75-79years;Females","2370","Female",2011
"494","12","/75-79years;Females","15195","Female",2011
"495","13","/75-79years;Females","12455","Female",2011
"496","24","/75-79years;Females","130680","Female",2011
"497","35","/75-79years;Females","194805","Female",2011
"498","46","/75-79years;Females","17475","Female",2011
"499","47","/75-79years;Females","15755","Female",2011
"500","48","/75-79years;Females","40830","Female",2011
"501","59","/75-79years;Females","66760","Female",2011
"502","60","/75-79years;Females","270","Female",2011
"503","61","/75-79years;Females","200","Female",2011
"504","62","/75-79years;Females","85","Female",2011
"505","1","/80-84years;Females","410985","Female",2011
"506","10","/80-84years;Females","5965","Female",2011
"507","11","/80-84years;Females","1720","Female",2011
"508","12","/80-84years;Females","11975","Female",2011
"509","13","/80-84years;Females","9795","Female",2011
"510","24","/80-84years;Females","107250","Female",2011
"511","35","/80-84years;Females","157895","Female",2011
"512","46","/80-84years;Females","15145","Female",2011
"513","47","/80-84years;Females","13790","Female",2011
"514","48","/80-84years;Females","32915","Female",2011
"515","59","/80-84years;Females","54200","Female",2011
"516","60","/80-84years;Females","150","Female",2011
"517","61","/80-84years;Females","130","Female",2011
"518","62","/80-84years;Females","50","Female",2011
"519","1","/85-;Females","437215","Female",2011
"520","10","/85-;Females","5755","Female",2011
"521","11","/85-;Females","2105","Female",2011
"522","12","/85-;Females","14100","Female",2011
"523","13","/85-;Females","11225","Female",2011
"524","24","/85-;Females","108000","Female",2011
"525","35","/85-;Females","165480","Female",2011
"526","46","/85-;Females","18320","Female",2011
"527","47","/85-;Females","17035","Female",2011
"528","48","/85-;Females","34395","Female",2011
"529","59","/85-;Females","60520","Female",2011
"530","60","/85-;Females","135","Female",2011
"531","61","/85-;Females","120","Female",2011
"532","62","/85-;Females","20","Female",2011
