"","hr.age.pry.HR_code","hr.age.pry.Age","hr.age.pry.Count","hr.age.pry.Sex","hr.age.pry.Year"
"1106","3542","40 - 44","4395","Male",2006
"1107","3543","40 - 44","6630","Male",2006
"1108","3544","40 - 44","16755","Male",2006
"1109","3546","40 - 44","16460","Male",2006
"1110","3547","40 - 44","4705","Male",2006
"1111","3549","40 - 44","3055","Male",2006
"1112","3551","40 - 44","34290","Male",2006
"1113","3552","40 - 44","4125","Male",2006
"1114","3553","40 - 44","51625","Male",2006
"1115","3554","40 - 44","2825","Male",2006
"1116","3555","40 - 44","4585","Male",2006
"1117","3556","40 - 44","3415","Male",2006
"1118","3557","40 - 44","4070","Male",2006
"1119","3558","40 - 44","8215","Male",2006
"1120","3560","40 - 44","21100","Male",2006
"1121","3561","40 - 44","7870","Male",2006
"1122","3562","40 - 44","6240","Male",2006
"1123","3563","40 - 44","1265","Male",2006
"1124","3565","40 - 44","19930","Male",2006
"1125","3566","40 - 44","10910","Male",2006
"1126","3568","40 - 44","16280","Male",2006
"1127","3570","40 - 44","38670","Male",2006
"1128","3595","40 - 44","105745","Male",2006
"1129","4601","40 - 44","25135","Male",2006
"1130","4602","40 - 44","5340","Male",2006
"1131","4603","40 - 44","4790","Male",2006
"1132","4604","40 - 44","2500","Male",2006
"1133","4605","40 - 44","5985","Male",2006
"1134","4701","40 - 44","1890","Male",2006
"1135","4702","40 - 44","1930","Male",2006
"1136","4703","40 - 44","1505","Male",2006
"1137","4704","40 - 44","8875","Male",2006
"1138","4705","40 - 44","1805","Male",2006
"1139","4706","40 - 44","10770","Male",2006
"1140","4707","40 - 44","1405","Male",2006
"1141","4708","40 - 44","1405","Male",2006
"1142","4709","40 - 44","2480","Male",2006
"1143","4710","40 - 44","2360","Male",2006
"1144","4711","40 - 44","590","Male",2006
"1145","4712","40 - 44","370","Male",2006
"1146","4713","40 - 44","100","Male",2006
"1147","4831","40 - 44","9320","Male",2006
"1148","4832","40 - 44","51255","Male",2006
"1149","4833","40 - 44","15770","Male",2006
"1150","4834","40 - 44","41690","Male",2006
"1151","4835","40 - 44","15570","Male",2006
"1152","5911","40 - 44","2750","Male",2006
"1153","5912","40 - 44","2610","Male",2006
"1154","5913","40 - 44","10940","Male",2006
"1155","5914","40 - 44","7555","Male",2006
"1156","5921","40 - 44","9920","Male",2006
"1157","5922","40 - 44","23795","Male",2006
"1158","5923","40 - 44","25090","Male",2006
"1159","5931","40 - 44","6880","Male",2006
"1160","5932","40 - 44","26070","Male",2006
"1161","5933","40 - 44","9975","Male",2006
"1162","5941","40 - 44","12320","Male",2006
"1163","5942","40 - 44","8430","Male",2006
"1164","5943","40 - 44","4385","Male",2006
"1165","5951","40 - 44","2905","Male",2006
"1166","5952","40 - 44","5635","Male",2006
"1167","5953","40 - 44","2745","Male",2006
"1168","6001","40 - 44","1325","Male",2006
"1169","6101","40 - 44","1885","Male",2006
"1170","6201","40 - 44","950","Male",2006
"1171","1011","45 - 49","11775","Male",2006
"1172","1012","45 - 49","4030","Male",2006
"1173","1013","45 - 49","3375","Male",2006
"1174","1014","45 - 49","1605","Male",2006
"1175","1100","45 - 49","5205","Male",2006
"1176","1211","45 - 49","2570","Male",2006
"1177","1212","45 - 49","2475","Male",2006
"1178","1223","45 - 49","3475","Male",2006
"1179","1234","45 - 49","3025","Male",2006
"1180","1235","45 - 49","1235","Male",2006
"1181","1246","45 - 49","1925","Male",2006
"1182","1247","45 - 49","1765","Male",2006
"1183","1258","45 - 49","5010","Male",2006
"1184","1269","45 - 49","15925","Male",2006
"1185","1301","45 - 49","7625","Male",2006
"1186","1302","45 - 49","6755","Male",2006
"1187","1303","45 - 49","6485","Male",2006
"1188","1304","45 - 49","2415","Male",2006
"1189","1305","45 - 49","1325","Male",2006
"1190","1306","45 - 49","3570","Male",2006
"1191","1307","45 - 49","1895","Male",2006
"1192","2401","45 - 49","8980","Male",2006
"1193","2402","45 - 49","12890","Male",2006
"1194","2403","45 - 49","27710","Male",2006
"1195","2404","45 - 49","20890","Male",2006
"1196","2405","45 - 49","11925","Male",2006
"1197","2406","45 - 49","69855","Male",2006
"1198","2407","45 - 49","15070","Male",2006
"1199","2408","45 - 49","6680","Male",2006
"1200","2409","45 - 49","4490","Male",2006
"1201","2410","45 - 49","850","Male",2006
"1202","2411","45 - 49","4345","Male",2006
"1203","2412","45 - 49","16760","Male",2006
"1204","2413","45 - 49","15785","Male",2006
"1205","2414","45 - 49","19755","Male",2006
"1206","2415","45 - 49","22980","Male",2006
"1207","2416","45 - 49","58450","Male",2006
"1208","2417","45 - 49","265","Male",2006
"1209","2418","45 - 49","335","Male",2006
"1210","3526","45 - 49","4780","Male",2006
"1211","3527","45 - 49","4845","Male",2006
"1212","3530","45 - 49","24490","Male",2006
"1213","3531","45 - 49","3315","Male",2006
"1214","3533","45 - 49","6315","Male",2006
"1215","3534","45 - 49","4555","Male",2006
"1216","3535","45 - 49","7115","Male",2006
"1217","3536","45 - 49","17855","Male",2006
"1218","3537","45 - 49","20310","Male",2006
"1219","3538","45 - 49","6285","Male",2006
"1220","3539","45 - 49","2275","Male",2006
"1221","3540","45 - 49","4465","Male",2006
"1222","3541","45 - 49","7075","Male",2006
"1223","3542","45 - 49","5170","Male",2006
"1224","3543","45 - 49","6720","Male",2006
"1225","3544","45 - 49","16280","Male",2006
"1226","3546","45 - 49","16380","Male",2006
"1227","3547","45 - 49","5135","Male",2006
"1228","3549","45 - 49","3355","Male",2006
"1229","3551","45 - 49","32650","Male",2006
"1230","3552","45 - 49","3960","Male",2006
"1231","3553","45 - 49","46475","Male",2006
"1232","3554","45 - 49","2980","Male",2006
"1233","3555","45 - 49","5005","Male",2006
"1234","3556","45 - 49","3725","Male",2006
"1235","3557","45 - 49","3995","Male",2006
"1236","3558","45 - 49","8470","Male",2006
"1237","3560","45 - 49","19950","Male",2006
"1238","3561","45 - 49","7870","Male",2006
"1239","3562","45 - 49","7070","Male",2006
"1240","3563","45 - 49","1455","Male",2006
"1241","3565","45 - 49","18425","Male",2006
"1242","3566","45 - 49","10270","Male",2006
"1243","3568","45 - 49","15435","Male",2006
"1244","3570","45 - 49","37505","Male",2006
"1245","3595","45 - 49","94525","Male",2006
"1246","4601","45 - 49","25615","Male",2006
"1247","4602","45 - 49","5855","Male",2006
"1248","4603","45 - 49","4970","Male",2006
"1249","4604","45 - 49","2430","Male",2006
"1250","4605","45 - 49","5950","Male",2006
"1251","4701","45 - 49","2100","Male",2006
"1252","4702","45 - 49","2250","Male",2006
"1253","4703","45 - 49","1810","Male",2006
"1254","4704","45 - 49","9475","Male",2006
"1255","4705","45 - 49","2140","Male",2006
"1256","4706","45 - 49","11310","Male",2006
"1257","4707","45 - 49","1770","Male",2006
"1258","4708","45 - 49","1570","Male",2006
"1259","4709","45 - 49","2800","Male",2006
"1260","4710","45 - 49","2430","Male",2006
"1261","4711","45 - 49","585","Male",2006
"1262","4712","45 - 49","305","Male",2006
"1263","4713","45 - 49","80","Male",2006
"1264","4831","45 - 49","10110","Male",2006
"1265","4832","45 - 49","52490","Male",2006
"1266","4833","45 - 49","16990","Male",2006
"1267","4834","45 - 49","43280","Male",2006
"1268","4835","45 - 49","15765","Male",2006
"1269","5911","45 - 49","3215","Male",2006
"1270","5912","45 - 49","3400","Male",2006
"1271","5913","45 - 49","12415","Male",2006
"1272","5914","45 - 49","8520","Male",2006
"1273","5921","45 - 49","9570","Male",2006
"1274","5922","45 - 49","23345","Male",2006
"1275","5923","45 - 49","25390","Male",2006
"1276","5931","45 - 49","7205","Male",2006
"1277","5932","45 - 49","22760","Male",2006
"1278","5933","45 - 49","11150","Male",2006
"1279","5941","45 - 49","12970","Male",2006
"1280","5942","45 - 49","9595","Male",2006
"1281","5943","45 - 49","4945","Male",2006
"1282","5951","45 - 49","3295","Male",2006
"1283","5952","45 - 49","6140","Male",2006
"1284","5953","45 - 49","2660","Male",2006
"1285","6001","45 - 49","1485","Male",2006
"1286","6101","45 - 49","1760","Male",2006
"1287","6201","45 - 49","750","Male",2006
"1288","1011","50 - 54","11895","Male",2006
"1289","1012","50 - 54","4075","Male",2006
"1290","1013","50 - 54","3465","Male",2006
"1291","1014","50 - 54","1620","Male",2006
"1292","1100","50 - 54","5000","Male",2006
"1293","1211","50 - 54","2380","Male",2006
"1294","1212","50 - 54","2290","Male",2006
"1295","1223","50 - 54","2935","Male",2006
"1296","1234","50 - 54","2805","Male",2006
"1297","1235","50 - 54","1300","Male",2006
"1298","1246","50 - 54","1905","Male",2006
"1299","1247","50 - 54","1825","Male",2006
"1300","1258","50 - 54","5185","Male",2006
"1301","1269","50 - 54","14260","Male",2006
"1302","1301","50 - 54","7385","Male",2006
"1303","1302","50 - 54","6560","Male",2006
"1304","1303","50 - 54","5910","Male",2006
"1305","1304","50 - 54","2195","Male",2006
"1306","1305","50 - 54","1175","Male",2006
"1307","1306","50 - 54","3545","Male",2006
"1308","1307","50 - 54","1850","Male",2006
"1309","2401","50 - 54","9050","Male",2006
"1310","2402","50 - 54","12240","Male",2006
"1311","2403","50 - 54","26130","Male",2006
"1312","2404","50 - 54","20415","Male",2006
"1313","2405","50 - 54","11660","Male",2006
"1314","2406","50 - 54","61920","Male",2006
"1315","2407","50 - 54","13415","Male",2006
"1316","2408","50 - 54","6145","Male",2006
"1317","2409","50 - 54","4265","Male",2006
"1318","2410","50 - 54","715","Male",2006
"1319","2411","50 - 54","4440","Male",2006
"1320","2412","50 - 54","16130","Male",2006
"1321","2413","50 - 54","13030","Male",2006
"1322","2414","50 - 54","17140","Male",2006
"1323","2415","50 - 54","19935","Male",2006
"1324","2416","50 - 54","52625","Male",2006
"1325","2417","50 - 54","185","Male",2006
"1326","2418","50 - 54","240","Male",2006
"1327","3526","50 - 54","4740","Male",2006
"1328","3527","50 - 54","4425","Male",2006
"1329","3530","50 - 54","19735","Male",2006
"1330","3531","50 - 54","2945","Male",2006
"1331","3533","50 - 54","6290","Male",2006
"1332","3534","50 - 54","4380","Male",2006
"1333","3535","50 - 54","6730","Male",2006
"1334","3536","50 - 54","14610","Male",2006
"1335","3537","50 - 54","17570","Male",2006
"1336","3538","50 - 54","5725","Male",2006
"1337","3539","50 - 54","2200","Male",2006
"1338","3540","50 - 54","4055","Male",2006
"1339","3541","50 - 54","6665","Male",2006
"1340","3542","50 - 54","5130","Male",2006
"1341","3543","50 - 54","6365","Male",2006
"1342","3544","50 - 54","14410","Male",2006
"1343","3546","50 - 54","15200","Male",2006
"1344","3547","50 - 54","4690","Male",2006
"1345","3549","50 - 54","2965","Male",2006
"1346","3551","50 - 54","28675","Male",2006
"1347","3552","50 - 54","3620","Male",2006
"1348","3553","50 - 54","38195","Male",2006
"1349","3554","50 - 54","2705","Male",2006
"1350","3555","50 - 54","4995","Male",2006
"1351","3556","50 - 54","3370","Male",2006
"1352","3557","50 - 54","3600","Male",2006
"1353","3558","50 - 54","7410","Male",2006
"1354","3560","50 - 54","16765","Male",2006
"1355","3561","50 - 54","7130","Male",2006
"1356","3562","50 - 54","6615","Male",2006
"1357","3563","50 - 54","1410","Male",2006
"1358","3565","50 - 54","16020","Male",2006
"1359","3566","50 - 54","8750","Male",2006
"1360","3568","50 - 54","13275","Male",2006
"1361","3570","50 - 54","31975","Male",2006
"1362","3595","50 - 54","80170","Male",2006
"1363","4601","50 - 54","23120","Male",2006
"1364","4602","50 - 54","5640","Male",2006
"1365","4603","50 - 54","4695","Male",2006
"1366","4604","50 - 54","2030","Male",2006
"1367","4605","50 - 54","5265","Male",2006
"1368","4701","50 - 54","1990","Male",2006
"1369","4702","50 - 54","2140","Male",2006
"1370","4703","50 - 54","1635","Male",2006
"1371","4704","50 - 54","8850","Male",2006
"1372","4705","50 - 54","2180","Male",2006
"1373","4706","50 - 54","10220","Male",2006
"1374","4707","50 - 54","1755","Male",2006
"1375","4708","50 - 54","1660","Male",2006
"1376","4709","50 - 54","2680","Male",2006
"1377","4710","50 - 54","2285","Male",2006
"1378","4711","50 - 54","495","Male",2006
"1379","4712","50 - 54","285","Male",2006
"1380","4713","50 - 54","60","Male",2006
"1381","4831","50 - 54","9115","Male",2006
"1382","4832","50 - 54","45120","Male",2006
"1383","4833","50 - 54","14770","Male",2006
"1384","4834","50 - 54","38015","Male",2006
"1385","4835","50 - 54","13695","Male",2006
"1386","5911","50 - 54","3265","Male",2006
"1387","5912","50 - 54","3620","Male",2006
"1388","5913","50 - 54","11690","Male",2006
"1389","5914","50 - 54","8625","Male",2006
"1390","5921","50 - 54","8435","Male",2006
"1391","5922","50 - 54","20645","Male",2006
"1392","5923","50 - 54","22695","Male",2006
"1393","5931","50 - 54","7180","Male",2006
"1394","5932","50 - 54","20530","Male",2006
"1395","5933","50 - 54","10560","Male",2006
"1396","5941","50 - 54","13175","Male",2006
"1397","5942","50 - 54","9720","Male",2006
"1398","5943","50 - 54","4875","Male",2006
"1399","5951","50 - 54","3190","Male",2006
"1400","5952","50 - 54","6000","Male",2006
"1401","5953","50 - 54","2230","Male",2006
"1402","6001","50 - 54","1400","Male",2006
"1403","6101","50 - 54","1450","Male",2006
"1404","6201","50 - 54","655","Male",2006
"1405","1011","55 - 59","10805","Male",2006
"1406","1012","55 - 59","3915","Male",2006
"1407","1013","55 - 59","3355","Male",2006
"1408","1014","55 - 59","1360","Male",2006
"1409","1100","55 - 59","4930","Male",2006
"1410","1211","55 - 59","2465","Male",2006
"1411","1212","55 - 59","2310","Male",2006
"1412","1223","55 - 59","2985","Male",2006
"1413","1234","55 - 59","2645","Male",2006
"1414","1235","55 - 59","1265","Male",2006
"1415","1246","55 - 59","1890","Male",2006
"1416","1247","55 - 59","1925","Male",2006
"1417","1258","55 - 59","5075","Male",2006
"1418","1269","55 - 59","12840","Male",2006
"1419","1301","55 - 59","7005","Male",2006
"1420","1302","55 - 59","5975","Male",2006
"1421","1303","55 - 59","5805","Male",2006
"1422","1304","55 - 59","1980","Male",2006
"1423","1305","55 - 59","1125","Male",2006
"1424","1306","55 - 59","3315","Male",2006
"1425","1307","55 - 59","1775","Male",2006
"1426","2401","55 - 59","8140","Male",2006
"1427","2402","55 - 59","10360","Male",2006
"1428","2403","55 - 59","24340","Male",2006
"1429","2404","55 - 59","18095","Male",2006
"1430","2405","55 - 59","10935","Male",2006
"1431","2406","55 - 59","54695","Male",2006
"1432","2407","55 - 59","11580","Male",2006
"1433","2408","55 - 59","5195","Male",2006
"1434","2409","55 - 59","3610","Male",2006
"1435","2410","55 - 59","515","Male",2006
"1436","2411","55 - 59","4050","Male",2006
"1437","2412","55 - 59","14895","Male",2006
"1438","2413","55 - 59","11360","Male",2006
"1439","2414","55 - 59","14930","Male",2006
"1440","2415","55 - 59","17540","Male",2006
"1441","2416","55 - 59","47040","Male",2006
"1442","2417","55 - 59","210","Male",2006
"1443","2418","55 - 59","225","Male",2006
"1444","3526","55 - 59","4405","Male",2006
"1445","3527","55 - 59","4125","Male",2006
"1446","3530","55 - 59","16685","Male",2006
"1447","3531","55 - 59","2755","Male",2006
"1448","3533","55 - 59","6270","Male",2006
"1449","3534","55 - 59","3960","Male",2006
"1450","3535","55 - 59","6510","Male",2006
"1451","3536","55 - 59","12845","Male",2006
"1452","3537","55 - 59","15475","Male",2006
"1453","3538","55 - 59","5720","Male",2006
"1454","3539","55 - 59","2185","Male",2006
"1455","3540","55 - 59","3660","Male",2006
"1456","3541","55 - 59","6330","Male",2006
"1457","3542","55 - 59","4720","Male",2006
"1458","3543","55 - 59","6165","Male",2006
"1459","3544","55 - 59","12860","Male",2006
"1460","3546","55 - 59","14095","Male",2006
"1461","3547","55 - 59","4670","Male",2006
"1462","3549","55 - 59","2635","Male",2006
"1463","3551","55 - 59","25620","Male",2006
"1464","3552","55 - 59","3190","Male",2006
"1465","3553","55 - 59","32905","Male",2006
"1466","3554","55 - 59","2210","Male",2006
"1467","3555","55 - 59","4760","Male",2006
"1468","3556","55 - 59","2835","Male",2006
"1469","3557","55 - 59","3475","Male",2006
"1470","3558","55 - 59","6685","Male",2006
"1471","3560","55 - 59","15145","Male",2006
"1472","3561","55 - 59","7060","Male",2006
"1473","3562","55 - 59","5750","Male",2006
"1474","3563","55 - 59","1415","Male",2006
"1475","3565","55 - 59","13650","Male",2006
"1476","3566","55 - 59","7585","Male",2006
"1477","3568","55 - 59","11935","Male",2006
"1478","3570","55 - 59","28015","Male",2006
"1479","3595","55 - 59","70215","Male",2006
"1480","4601","55 - 59","19965","Male",2006
"1481","4602","55 - 59","5045","Male",2006
"1482","4603","55 - 59","4310","Male",2006
"1483","4604","55 - 59","1710","Male",2006
"1484","4605","55 - 59","4410","Male",2006
"1485","4701","55 - 59","1610","Male",2006
"1486","4702","55 - 59","1820","Male",2006
"1487","4703","55 - 59","1350","Male",2006
"1488","4704","55 - 59","7240","Male",2006
"1489","4705","55 - 59","1890","Male",2006
"1490","4706","55 - 59","8320","Male",2006
"1491","4707","55 - 59","1365","Male",2006
"1492","4708","55 - 59","1475","Male",2006
"1493","4709","55 - 59","2330","Male",2006
"1494","4710","55 - 59","1855","Male",2006
"1495","4711","55 - 59","410","Male",2006
"1496","4712","55 - 59","220","Male",2006
"1497","4713","55 - 59","80","Male",2006
"1498","4831","55 - 59","7545","Male",2006
"1499","4832","55 - 59","34740","Male",2006
"1500","4833","55 - 59","11875","Male",2006
"1501","4834","55 - 59","30905","Male",2006
"1502","4835","55 - 59","10450","Male",2006
"1503","5911","55 - 59","3155","Male",2006
"1504","5912","55 - 59","3310","Male",2006
"1505","5913","55 - 59","11260","Male",2006
"1506","5914","55 - 59","8140","Male",2006
"1507","5921","55 - 59","7685","Male",2006
"1508","5922","55 - 59","16965","Male",2006
"1509","5923","55 - 59","20145","Male",2006
"1510","5931","55 - 59","6350","Male",2006
"1511","5932","55 - 59","18720","Male",2006
"1512","5933","55 - 59","9500","Male",2006
"1513","5941","55 - 59","12835","Male",2006
"1514","5942","55 - 59","9895","Male",2006
"1515","5943","55 - 59","4775","Male",2006
"1516","5951","55 - 59","2760","Male",2006
"1517","5952","55 - 59","5095","Male",2006
"1518","5953","55 - 59","1800","Male",2006
"1519","6001","55 - 59","1135","Male",2006
"1520","6101","55 - 59","1155","Male",2006
"1521","6201","55 - 59","555","Male",2006
"1522","1011","60 - 64","8305","Male",2006
"1523","1012","60 - 64","3050","Male",2006
"1524","1013","60 - 64","2505","Male",2006
"1525","1014","60 - 64","930","Male",2006
"1526","1100","60 - 64","3665","Male",2006
"1527","1211","60 - 64","2015","Male",2006
"1528","1212","60 - 64","1835","Male",2006
"1529","1223","60 - 64","2385","Male",2006
"1530","1234","60 - 64","1990","Male",2006
"1531","1235","60 - 64","1030","Male",2006
"1532","1246","60 - 64","1415","Male",2006
"1533","1247","60 - 64","1495","Male",2006
"1534","1258","60 - 64","3835","Male",2006
"1535","1269","60 - 64","9520","Male",2006
"1536","1301","60 - 64","5250","Male",2006
"1537","1302","60 - 64","4425","Male",2006
"1538","1303","60 - 64","4240","Male",2006
"1539","1304","60 - 64","1425","Male",2006
"1540","1305","60 - 64","860","Male",2006
"1541","1306","60 - 64","2515","Male",2006
"1542","1307","60 - 64","1315","Male",2006
"1543","2401","60 - 64","6500","Male",2006
"1544","2402","60 - 64","8270","Male",2006
"1545","2403","60 - 64","19760","Male",2006
"1546","2404","60 - 64","15300","Male",2006
"1547","2405","60 - 64","9185","Male",2006
"1548","2406","60 - 64","42005","Male",2006
"1549","2407","60 - 64","8800","Male",2006
"1550","2408","60 - 64","4025","Male",2006
"1551","2409","60 - 64","2675","Male",2006
"1552","2410","60 - 64","405","Male",2006
"1553","2411","60 - 64","3195","Male",2006
"1554","2412","60 - 64","11830","Male",2006
"1555","2413","60 - 64","9165","Male",2006
"1556","2414","60 - 64","12750","Male",2006
"1557","2415","60 - 64","15070","Male",2006
"1558","2416","60 - 64","39385","Male",2006
"1559","2417","60 - 64","105","Male",2006
"1560","2418","60 - 64","155","Male",2006
"1561","3526","60 - 64","3610","Male",2006
"1562","3527","60 - 64","2985","Male",2006
"1563","3530","60 - 64","11580","Male",2006
"1564","3531","60 - 64","2260","Male",2006
"1565","3533","60 - 64","5255","Male",2006
"1566","3534","60 - 64","3060","Male",2006
"1567","3535","60 - 64","5635","Male",2006
"1568","3536","60 - 64","9990","Male",2006
"1569","3537","60 - 64","11740","Male",2006
"1570","3538","60 - 64","4565","Male",2006
"1571","3539","60 - 64","1680","Male",2006
"1572","3540","60 - 64","2845","Male",2006
"1573","3541","60 - 64","5150","Male",2006
"1574","3542","60 - 64","3720","Male",2006
"1575","3543","60 - 64","5035","Male",2006
"1576","3544","60 - 64","9480","Male",2006
"1577","3546","60 - 64","11600","Male",2006
"1578","3547","60 - 64","3905","Male",2006
"1579","3549","60 - 64","1775","Male",2006
"1580","3551","60 - 64","18050","Male",2006
"1581","3552","60 - 64","2455","Male",2006
"1582","3553","60 - 64","23550","Male",2006
"1583","3554","60 - 64","1705","Male",2006
"1584","3555","60 - 64","3925","Male",2006
"1585","3556","60 - 64","2160","Male",2006
"1586","3557","60 - 64","2835","Male",2006
"1587","3558","60 - 64","5300","Male",2006
"1588","3560","60 - 64","12410","Male",2006
"1589","3561","60 - 64","5455","Male",2006
"1590","3562","60 - 64","4135","Male",2006
"1591","3563","60 - 64","1085","Male",2006
"1592","3565","60 - 64","9855","Male",2006
"1593","3566","60 - 64","5660","Male",2006
"1594","3568","60 - 64","9115","Male",2006
"1595","3570","60 - 64","18655","Male",2006
"1596","3595","60 - 64","51385","Male",2006
"1597","4601","60 - 64","14285","Male",2006
"1598","4602","60 - 64","4140","Male",2006
"1599","4603","60 - 64","3580","Male",2006
"1600","4604","60 - 64","1135","Male",2006
"1601","4605","60 - 64","3520","Male",2006
"1602","4701","60 - 64","1220","Male",2006
"1603","4702","60 - 64","1320","Male",2006
"1604","4703","60 - 64","1090","Male",2006
"1605","4704","60 - 64","5170","Male",2006
"1606","4705","60 - 64","1535","Male",2006
"1607","4706","60 - 64","5820","Male",2006
"1608","4707","60 - 64","1105","Male",2006
"1609","4708","60 - 64","1245","Male",2006
"1610","4709","60 - 64","1805","Male",2006
"1611","4710","60 - 64","1465","Male",2006
"1612","4711","60 - 64","270","Male",2006
"1613","4712","60 - 64","170","Male",2006
"1614","4713","60 - 64","85","Male",2006
"1615","4831","60 - 64","5665","Male",2006
"1616","4832","60 - 64","22875","Male",2006
"1617","4833","60 - 64","9375","Male",2006
"1618","4834","60 - 64","21520","Male",2006
"1619","4835","60 - 64","7625","Male",2006
"1620","5911","60 - 64","2355","Male",2006
"1621","5912","60 - 64","2555","Male",2006
"1622","5913","60 - 64","9445","Male",2006
"1623","5914","60 - 64","6540","Male",2006
"1624","5921","60 - 64","6180","Male",2006
"1625","5922","60 - 64","11725","Male",2006
"1626","5923","60 - 64","15425","Male",2006
"1627","5931","60 - 64","3985","Male",2006
"1628","5932","60 - 64","12225","Male",2006
"1629","5933","60 - 64","7480","Male",2006
"1630","5941","60 - 64","9615","Male",2006
"1631","5942","60 - 64","8285","Male",2006
"1632","5943","60 - 64","3900","Male",2006
"1633","5951","60 - 64","2000","Male",2006
"1634","5952","60 - 64","3665","Male",2006
"1635","5953","60 - 64","1320","Male",2006
"1636","6001","60 - 64","770","Male",2006
"1637","6101","60 - 64","755","Male",2006
"1638","6201","60 - 64","325","Male",2006
"1639","1011","65 - 69","5865","Male",2006
"1640","1012","65 - 69","2460","Male",2006
"1641","1013","65 - 69","1975","Male",2006
"1642","1014","65 - 69","650","Male",2006
"1643","1100","65 - 69","2860","Male",2006
"1644","1211","65 - 69","1625","Male",2006
"1645","1212","65 - 69","1420","Male",2006
"1646","1223","65 - 69","1980","Male",2006
"1647","1234","65 - 69","1550","Male",2006
"1648","1235","65 - 69","940","Male",2006
"1649","1246","65 - 69","1025","Male",2006
"1650","1247","65 - 69","1085","Male",2006
"1651","1258","65 - 69","3120","Male",2006
"1652","1269","65 - 69","6650","Male",2006
"1653","1301","65 - 69","3925","Male",2006
"1654","1302","65 - 69","3420","Male",2006
"1655","1303","65 - 69","3275","Male",2006
"1656","1304","65 - 69","995","Male",2006
"1657","1305","65 - 69","690","Male",2006
"1658","1306","65 - 69","1910","Male",2006
"1659","1307","65 - 69","1065","Male",2006
"1660","2401","65 - 69","4590","Male",2006
"1661","2402","65 - 69","5885","Male",2006
"1662","2403","65 - 69","13770","Male",2006
"1663","2404","65 - 69","10955","Male",2006
"1664","2405","65 - 69","6225","Male",2006
"1665","2406","65 - 69","33065","Male",2006
"1666","2407","65 - 69","6020","Male",2006
"1667","2408","65 - 69","2745","Male",2006
"1668","2409","65 - 69","1985","Male",2006
"1669","2410","65 - 69","255","Male",2006
"1670","2411","65 - 69","2435","Male",2006
"1671","2412","65 - 69","8215","Male",2006
"1672","2413","65 - 69","7260","Male",2006
"1673","2414","65 - 69","8800","Male",2006
"1674","2415","65 - 69","10430","Male",2006
"1675","2416","65 - 69","27140","Male",2006
"1676","2417","65 - 69","85","Male",2006
"1677","2418","65 - 69","105","Male",2006
"1678","3526","65 - 69","3270","Male",2006
"1679","3527","65 - 69","2350","Male",2006
"1680","3530","65 - 69","8275","Male",2006
"1681","3531","65 - 69","1740","Male",2006
"1682","3533","65 - 69","4295","Male",2006
"1683","3534","65 - 69","2445","Male",2006
"1684","3535","65 - 69","4710","Male",2006
"1685","3536","65 - 69","7410","Male",2006
"1686","3537","65 - 69","9390","Male",2006
"1687","3538","65 - 69","3825","Male",2006
"1688","3539","65 - 69","1450","Male",2006
"1689","3540","65 - 69","2330","Male",2006
"1690","3541","65 - 69","4070","Male",2006
"1691","3542","65 - 69","2820","Male",2006
"1692","3543","65 - 69","3910","Male",2006
"1693","3544","65 - 69","7290","Male",2006
"1694","3546","65 - 69","9230","Male",2006
"1695","3547","65 - 69","3295","Male",2006
"1696","3549","65 - 69","1485","Male",2006
"1697","3551","65 - 69","13190","Male",2006
"1698","3552","65 - 69","2045","Male",2006
"1699","3553","65 - 69","17030","Male",2006
"1700","3554","65 - 69","1430","Male",2006
"1701","3555","65 - 69","3095","Male",2006
"1702","3556","65 - 69","1565","Male",2006
"1703","3557","65 - 69","2315","Male",2006
"1704","3558","65 - 69","4140","Male",2006
"1705","3560","65 - 69","10050","Male",2006
"1706","3561","65 - 69","4205","Male",2006
"1707","3562","65 - 69","3320","Male",2006
"1708","3563","65 - 69","920","Male",2006
"1709","3565","65 - 69","7660","Male",2006
"1710","3566","65 - 69","4270","Male",2006
"1711","3568","65 - 69","6900","Male",2006
"1712","3570","65 - 69","14545","Male",2006
"1713","3595","65 - 69","42515","Male",2006
"1714","4601","65 - 69","10530","Male",2006
"1715","4602","65 - 69","3280","Male",2006
"1716","4603","65 - 69","2835","Male",2006
"1717","4604","65 - 69","805","Male",2006
"1718","4605","65 - 69","2780","Male",2006
"1719","4701","65 - 69","1105","Male",2006
"1720","4702","65 - 69","1060","Male",2006
"1721","4703","65 - 69","900","Male",2006
"1722","4704","65 - 69","4115","Male",2006
"1723","4705","65 - 69","1470","Male",2006
"1724","4706","65 - 69","4755","Male",2006
"1725","4707","65 - 69","925","Male",2006
"1726","4708","65 - 69","1065","Male",2006
"1727","4709","65 - 69","1540","Male",2006
"1728","4710","65 - 69","1180","Male",2006
"1729","4711","65 - 69","210","Male",2006
"1730","4712","65 - 69","150","Male",2006
"1731","4713","65 - 69","60","Male",2006
"1732","4831","65 - 69","4585","Male",2006
"1733","4832","65 - 69","16535","Male",2006
"1734","4833","65 - 69","7445","Male",2006
"1735","4834","65 - 69","16285","Male",2006
"1736","4835","65 - 69","5505","Male",2006
"1737","5911","65 - 69","1950","Male",2006
"1738","5912","65 - 69","2055","Male",2006
"1739","5913","65 - 69","8685","Male",2006
"1740","5914","65 - 69","5200","Male",2006
